TOP2-TOP5-TOP3-TOP2,15
TOP2-TOP5-TOP3-TOP3,5
TOP2-TOP5-TOP3-TOP4,4
TOP2-TOP5-TOP3-TOP5,2
TOP2-TOP5-TOP3-TOP6,1
TOP2-TOP5-TOP4-TOP1,22
TOP2-TOP5-TOP4-TOP2,18
TOP2-TOP5-TOP4-TOP3,4
TOP2-TOP5-TOP4-TOP4,1
TOP2-TOP5-TOP4-TOP5,1
TOP2-TOP5-TOP5-TOP1,12
TOP2-TOP5-TOP5-TOP2,12
TOP2-TOP5-TOP5-TOP3,9
TOP2-TOP5-TOP5-TOP4,6
TOP2-TOP5-TOP5-TOP5,3
TOP2-TOP5-TOP6-TOP1,6
TOP2-TOP5-TOP6-TOP2,5
TOP2-TOP5-TOP6-TOP3,4
TOP2-TOP5-TOP6-TOP4,2
TOP2-TOP5-TOP6-TOP5,1
TOP2-TOP6-TOP1-TOP1,148
TOP2-TOP6-TOP1-TOP2,12
TOP2-TOP6-TOP1-TOP3,1
TOP2-TOP6-TOP2-TOP1,24
TOP2-TOP6-TOP2-TOP2,20
TOP2-TOP6-TOP2-TOP3,15
TOP2-TOP6-TOP2-TOP4,7
TOP2-TOP6-TOP2-TOP5,6
TOP2-TOP6-TOP2-TOP6,3
TOP2-TOP6-TOP3-TOP1,70
TOP2-TOP6-TOP3-TOP2,4
TOP2-TOP6-TOP3-TOP3,1
TOP2-TOP6-TOP3-TOP4,1
TOP2-TOP6-TOP4-TOP1,38
TOP2-TOP6-TOP4-TOP2,25
TOP2-TOP6-TOP4-TOP3,1
TOP2-TOP6-TOP4-TOP4,1
TOP2-TOP6-TOP5-TOP1,30
TOP2-TOP6-TOP5-TOP2,6
TOP2-TOP6-TOP6-TOP1,13
TOP3-TOP1-TOP1-TOP1,291
TOP3-TOP1-TOP1-TOP2,58
TOP3-TOP1-TOP1-TOP3,4
TOP3-TOP1-TOP1-TOP4,2
TOP3-TOP1-TOP1-TOP5,1
TOP3-TOP1-TOP2-TOP1,188
TOP3-TOP1-TOP2-TOP2,27
TOP3-TOP1-TOP2-TOP3,11
TOP3-TOP1-TOP2-TOP4,3
TOP3-TOP1-TOP2-TOP5,1
TOP3-TOP1-TOP3-TOP1,29
TOP3-TOP1-TOP3-TOP2,22
TOP3-TOP1-TOP3-TOP3,20
TOP3-TOP1-TOP3-TOP4,17
TOP3-TOP1-TOP3-TOP5,1
TOP3-TOP1-TOP4-TOP1,39
TOP3-TOP1-TOP4-TOP2,28
TOP3-TOP1-TOP4-TOP3,4
TOP3-TOP1-TOP4-TOP4,1
TOP3-TOP1-TOP5-TOP1,39
TOP3-TOP1-TOP5-TOP2,18
TOP3-TOP1-TOP5-TOP3,2
TOP3-TOP1-TOP5-TOP4,1
TOP3-TOP1-TOP6-TOP1,47
TOP3-TOP1-TOP6-TOP2,1
TOP3-TOP2-TOP1-TOP1,401
TOP3-TOP2-TOP1-TOP2,29
TOP3-TOP2-TOP1-TOP3,7
TOP3-TOP2-TOP1-TOP4,5
TOP3-TOP2-TOP1-TOP5,2
TOP3-TOP2-TOP1-TOP6,1
TOP3-TOP2-TOP2-TOP1,71
TOP3-TOP2-TOP3-TOP1,39
TOP3-TOP2-TOP3-TOP2,20
TOP3-TOP2-TOP3-TOP3,2
TOP3-TOP2-TOP4-TOP1,32
TOP3-TOP2-TOP5-TOP1,11
TOP3-TOP2-TOP5-TOP2,4
TOP3-TOP2-TOP5-TOP3,3
TOP3-TOP2-TOP5-TOP4,2
TOP3-TOP2-TOP6-TOP1,8
TOP3-TOP2-TOP6-TOP2,5
TOP3-TOP2-TOP6-TOP3,3
TOP3-TOP3-TOP1-TOP1,182
TOP3-TOP3-TOP1-TOP2,8
TOP3-TOP3-TOP1-TOP3,1
TOP3-TOP3-TOP2-TOP1,66
TOP3-TOP3-TOP2-TOP2,34
TOP3-TOP3-TOP2-TOP3,2
TOP3-TOP3-TOP2-TOP4,1
TOP3-TOP3-TOP2-TOP5,1
TOP3-TOP3-TOP2-TOP6,1
TOP3-TOP3-TOP3-TOP1,46
TOP3-TOP3-TOP3-TOP2,6
TOP3-TOP3-TOP3-TOP3,2
TOP3-TOP3-TOP3-TOP4,1
TOP3-TOP3-TOP4-TOP1,24
TOP3-TOP3-TOP4-TOP2,7
TOP3-TOP3-TOP4-TOP3,4
TOP3-TOP3-TOP4-TOP4,2
TOP3-TOP3-TOP4-TOP5,1
TOP3-TOP3-TOP4-TOP6,1
TOP3-TOP3-TOP5-TOP1,18
TOP3-TOP3-TOP5-TOP2,10
TOP3-TOP3-TOP5-TOP3,5
TOP3-TOP3-TOP5-TOP4,4
TOP3-TOP3-TOP6-TOP1,9
TOP3-TOP3-TOP6-TOP2,7
TOP3-TOP3-TOP6-TOP3,5
TOP3-TOP3-TOP6-TOP4,1
TOP3-TOP4-TOP1-TOP1,232
TOP3-TOP4-TOP1-TOP2,23
TOP3-TOP4-TOP1-TOP3,23
TOP3-TOP4-TOP1-TOP4,16
TOP3-TOP4-TOP1-TOP5,16
TOP3-TOP4-TOP1-TOP6,13
TOP3-TOP4-TOP2-TOP1,32
TOP3-TOP4-TOP3-TOP1,4
TOP3-TOP5-TOP1-TOP1,224
TOP3-TOP5-TOP2-TOP1,19
TOP3-TOP5-TOP2-TOP2,5
TOP3-TOP5-TOP2-TOP3,4
TOP3-TOP5-TOP2-TOP4,1
TOP3-TOP5-TOP2-TOP5,1
TOP3-TOP5-TOP3-TOP1,20
TOP3-TOP5-TOP4-TOP1,10
TOP3-TOP5-TOP4-TOP2,4
TOP3-TOP5-TOP4-TOP3,2
TOP3-TOP5-TOP5-TOP1,7
TOP3-TOP5-TOP6-TOP1,4
TOP3-TOP5-TOP6-TOP2,2
TOP3-TOP6-TOP1-TOP1,89
TOP3-TOP6-TOP1-TOP2,5
TOP3-TOP6-TOP2-TOP1,33
TOP3-TOP6-TOP2-TOP2,5
TOP3-TOP6-TOP2-TOP3,4
TOP3-TOP6-TOP3-TOP1,33
TOP3-TOP6-TOP3-TOP2,1
TOP3-TOP6-TOP4-TOP1,19
TOP3-TOP6-TOP5-TOP1,15
TOP4-TOP1-TOP1-TOP1,74
TOP4-TOP1-TOP1-TOP2,14
TOP4-TOP1-TOP1-TOP3,1
TOP4-TOP1-TOP1-TOP4,1
TOP4-TOP1-TOP2-TOP1,45
TOP4-TOP1-TOP2-TOP2,22
TOP4-TOP1-TOP2-TOP3,4
TOP4-TOP1-TOP2-TOP4,4
TOP4-TOP1-TOP2-TOP5,3
TOP4-TOP1-TOP2-TOP6,2
TOP4-TOP1-TOP3-TOP1,52
TOP4-TOP1-TOP3-TOP2,7
TOP4-TOP1-TOP3-TOP3,5
TOP4-TOP1-TOP3-TOP4,2
TOP4-TOP1-TOP3-TOP5,2
TOP4-TOP1-TOP3-TOP6,2
TOP4-TOP1-TOP4-TOP1,16
TOP4-TOP1-TOP4-TOP2,8
TOP4-TOP1-TOP4-TOP3,1
TOP4-TOP1-TOP5-TOP1,7
TOP4-TOP1-TOP5-TOP2,2
TOP4-TOP1-TOP5-TOP3,2
TOP4-TOP1-TOP5-TOP4,2
TOP4-TOP1-TOP5-TOP5,2
TOP4-TOP1-TOP6-TOP1,8
TOP4-TOP1-TOP6-TOP2,1
TOP4-TOP1-TOP6-TOP3,1
TOP4-TOP2-TOP1-TOP1,18
TOP4-TOP2-TOP2-TOP1,7
TOP4-TOP2-TOP3-TOP1,3
TOP4-TOP2-TOP4-TOP1,2
TOP4-TOP2-TOP5-TOP1,2
TOP5-TOP1-TOP1-TOP1,50
TOP5-TOP1-TOP1-TOP2,18
TOP5-TOP1-TOP1-TOP3,2
TOP5-TOP1-TOP1-TOP4,2
TOP5-TOP1-TOP1-TOP5,1
TOP5-TOP1-TOP1-TOP6,1
TOP5-TOP1-TOP2-TOP1,10
TOP5-TOP1-TOP2-TOP2,6
TOP5-TOP1-TOP3-TOP1,4
TOP5-TOP1-TOP3-TOP2,1
TOP5-TOP1-TOP4-TOP1,5
TOP5-TOP1-TOP5-TOP1,4
TOP5-TOP1-TOP6-TOP1,2
TOP5-TOP1-TOP6-TOP2,1
TOP5-TOP1-TOP6-TOP3,1
TOP5-TOP2-TOP1-TOP1,20
TOP5-TOP2-TOP2-TOP1,2
TOP5-TOP2-TOP2-TOP2,2
TOP5-TOP2-TOP3-TOP1,1
TOP5-TOP2-TOP4-TOP1,1
TOP5-TOP3-TOP1-TOP1,11
TOP5-TOP3-TOP2-TOP1,1
TOP5-TOP3-TOP3-TOP1,1
TOP5-TOP4-TOP1-TOP1,1
TOP5-TOP4-TOP2-TOP1,1
TOP6-TOP1-TOP1-TOP1,13
TOP6-TOP1-TOP1-TOP2,10
TOP6-TOP1-TOP1-TOP3,3
TOP6-TOP1-TOP2-TOP1,4
TOP6-TOP1-TOP2-TOP2,4
TOP6-TOP1-TOP2-TOP3,1
TOP6-TOP1-TOP3-TOP1,1
TOP6-TOP2-TOP1-TOP1,4
TOP6-TOP3-TOP1-TOP1,1
TOP6-TOP3-TOP2-TOP1,1
TOP6-TOP4-TOP1-TOP1,1
