TOP4-TOP1-TOP6-TOP2,1,OC;AU;South Australia;Nuriootpa
TOP4-TOP1-TOP6-TOP3,1,OC;AU;South Australia;Mawson Lakes
TOP4-TOP2-TOP1-TOP1,18,OC;NZ;Otago;Dunedin
TOP4-TOP2-TOP2-TOP1,7,OC;NZ;Auckland;Auckland
TOP4-TOP2-TOP3-TOP1,3,OC;NZ;Waikato;Hamilton
TOP4-TOP2-TOP4-TOP1,2,OC;NZ;Wellington;Wellington
TOP4-TOP2-TOP5-TOP1,2,OC;NZ;Manawatu-Wanganui;Palmerston North
TOP5-TOP1-TOP1-TOP1,50,SA;BR;Sao Paulo;Sao Paulo
TOP5-TOP1-TOP1-TOP2,18,SA;BR;Sao Paulo;Campinas
TOP5-TOP1-TOP1-TOP3,2,SA;BR;Sao Paulo;Taboao da Serra
TOP5-TOP1-TOP1-TOP4,2,SA;BR;Sao Paulo;Sao Jose do Rio Preto
TOP5-TOP1-TOP1-TOP5,1,SA;BR;Sao Paulo;Sao Carlos
TOP5-TOP1-TOP1-TOP6,1,SA;BR;Sao Paulo;Ribeirao Preto
TOP5-TOP1-TOP2-TOP1,10,SA;BR;Rio de Janeiro;Rio de Janeiro
TOP5-TOP1-TOP2-TOP2,6,SA;BR;Rio de Janeiro;Petropolis
TOP5-TOP1-TOP3-TOP1,4,SA;BR;Minas Gerais;Belo Horizonte
TOP5-TOP1-TOP3-TOP2,1,SA;BR;Minas Gerais;Vicosa
TOP5-TOP1-TOP4-TOP1,5,SA;BR;Espirito Santo;Alegre
TOP5-TOP1-TOP5-TOP1,4,SA;BR;Pernambuco;Recife
TOP5-TOP1-TOP6-TOP1,2,SA;BR;Parana;Pato Branco
TOP5-TOP1-TOP6-TOP2,1,SA;BR;Parana;Curitiba
TOP5-TOP1-TOP6-TOP3,1,SA;BR;Parana;Londrina
TOP5-TOP2-TOP1-TOP1,20,SA;AR;Ciudad Autonoma de Buenos Aires;Buenos Aires
TOP5-TOP2-TOP2-TOP1,2,SA;AR;Santa Fe;Rosario
TOP5-TOP2-TOP2-TOP2,2,SA;AR;Santa Fe;Santa Fe de la Vera Cruz
TOP5-TOP2-TOP3-TOP1,1,SA;AR;San Luis;San Luis
TOP5-TOP2-TOP4-TOP1,1,SA;AR;Cordoba;Cordoba
TOP5-TOP3-TOP1-TOP1,11,SA;CL;Region Metropolitana de Santiago;Santiago
TOP5-TOP3-TOP2-TOP1,1,SA;CL;Maule;Talca
TOP5-TOP3-TOP3-TOP1,1,SA;CL;Biobio;Concepcion
TOP5-TOP4-TOP1-TOP1,1,SA;CO;Caldas;Manizales
TOP5-TOP4-TOP2-TOP1,1,SA;CO;Distrito Capital de Bogota;Bogota
TOP6-TOP1-TOP1-TOP1,13,AF;ZA;Western Cape;Cape Town
TOP6-TOP1-TOP1-TOP2,10,AF;ZA;Western Cape;Sunset Beach
TOP6-TOP1-TOP1-TOP3,3,AF;ZA;Western Cape;Stellenbosch
TOP6-TOP1-TOP2-TOP1,4,AF;ZA;Gauteng;Soweto
TOP6-TOP1-TOP2-TOP2,4,AF;ZA;Gauteng;Pretoria
TOP6-TOP1-TOP2-TOP3,1,AF;ZA;Gauteng;Johannesburg
TOP6-TOP1-TOP3-TOP1,1,AF;ZA;Eastern Cape;Grahamstown
TOP6-TOP2-TOP1-TOP1,4,AF;EG;Al Qahirah;Cairo
TOP6-TOP3-TOP1-TOP1,1,AF;MA;Chaouia-Ouardigha;Settat
TOP6-TOP3-TOP2-TOP1,1,AF;MA;Rabat-Sale-Zemmour-Zaer;Rabat
TOP6-TOP4-TOP1-TOP1,1,AF;KE;Nairobi Area;Nairobi
